Speaker,Dialogue,File_ID
TFSu001,<ds>あー</ds><ds>そうそう</ds>それ。,1
JFB016,<ds>あー</ds>と思って。,1
TFSu001,破裂音。,1
JFB016,破裂音とか。,1
TFSu001,主に破裂音についてけ、研究、研究、,1
JFB016,<ds>あ</ds>、<ds>そうなんですか</ds>?。,1
TFSu001,してます。,1
JFB016,『た』、『だ』とか。,1
TFSu001,<ds>そうそうそう</ds>。,1
JFB016,それでなんか、,1
TFSu001,<ds>うん</ds>,1
JFB016,なんだろなんか『無声化』とかそういうこといっぱい書いた気が。,1
TFSu001,<ds>そうそうそう</ds>、それそれ。,1
JFB016,もうテストがあれが大変だった。,1
TFSu001,<ds>へー</ds>。,1
JFB016,人名1先生って知ってます?。,1
TFSu001,人名1?。,1
JFB016,<ds>うん</ds>、その人がその音声学の先生だったんです。,1
TFSu001,英語音声学?。,1
JFB016,<ds>そう</ds>、英語の音声学。,1
TFSu001,<ds>あ</ds><ds>そうですか</ds>。,1
JFB016,<ds>あ</ds>,1
TFSu001,<ds>へー</ds>,1
JFB016,やっぱ日本語とは、全然…。,1
TFSu001,<ds>うん</ds>、違います。,1
JFB016,<ds>あ</ds>、<ds>そうなんだ</ds>。,1
TFSu001,<ds>うん</ds>。,1
JFB016,<ds>え</ds>、大学院だったら、やっぱり、<ds>あの</ds>、先生は大学名1大でも学部の方も教えてるんですかね。,1
TFSu001,先生は、<ds>そう</ds>、学部、日本課程。,1
JFB016,<ds>ああ</ds>。 あ多分わからない。,1
TFSu001,<ds>んー</ds>。,1
JFB016,え何先生ですか?。,1
TFSu001,人名2先生。,1
JFB016,あわからない。,1
TFSu001,<ds>んー</ds>,1
JFB016,やっぱりわからない。 <ds>え</ds>、大学院で、,1
TFSu001,<ds>うん</ds>,1
JFB016,初めて日本に来たんですか?。,1
TFSu001,<ds>そう</ds>、<ds>です</ds>。,1
JFB016,おーすごい。 流暢な。,1
TFSu001,<ds>あー</ds>そんなことない。 もう1年ちょっとたちました、<ds>うん</ds>。,1
JFB016,<ds>あー</ds>でも1年でかなりすごい。,1
TFSu001,<ds>え</ds>、向こうでも、4年間大学で、,1
JFB016,<ds>あ</ds>、,1
TFSu001,日本語専攻したから、,1
JFB016,<ds>そうなんだ</ds>。,1
TFSu001,なんとなく、,1
JFB016,すごーい。,1
TFSu001,しゃべれますけど。,1
JFB016,新しい言語習うのってすごい難しそう。,1
TFSu001,<ds>そーう</ds>。,1
JFB016,あたし今なんか去年、,1
TFSu001,<ds>うん</ds>,1
JFB016,フランス語始めて、副専攻で。,1
TFSu001,<ds>へー</ds>。,1
JFB016,全然できない。,1
TFSu001,フランス語。,1
JFB016,日常会話とかなんかできないまま、1年過ぎちゃった。,1
TFSu001,<ds>そうですか</ds>。,1
JFB016,でもフランス行きたいなーとか思ったりして。,1
TFSu001,<ds>へー</ds>。,1
JFB016,<ds>そう</ds>。 やっぱ外国語、外国に来んのって勇気いりますよね。,1
TFSu001,<ds>うん</ds>。,1
JFB016,<ds>そう</ds>。,1
TFSu001,勇気…。,1
JFB016,<ds>え</ds>、ど、<ds>え</ds>、出身はどこですか?。,1
TFSu001,台湾。,1
JFB016,<ds>あ</ds>、台湾。,1
TFSu001,<ds>うん</ds>。,1
JFB016,おー。 行ったことないから。,1
TFSu001,ない。 <ds>え</ds>、どこ、海外旅行,1
JFB016,<ds>あ</ds>、,1
TFSu001,とか、行った,1
JFB016,<ds>あ</ds>、,1
TFSu001,ことありますか?。,1
JFB016,行ったことあるのはアメリカ、,1
TFSu001,<ds>うん</ds>,1
JFB016,しか行ったことない。,1
TFSu001,あアメリカ。,1
JFB016,<ds>そう</ds>。 からもう、,1
TFSu001,<ds>うんうん</ds>,1
JFB016,全然近いのに中国とか行ったことなくて。,1
TFSu001,<ds>んー</ds>。,1
JFB016,あでも台湾は英語が通じるん…。,1
TFSu001,通じる、<ds>うん</ds>。,1
JFB016,<ds>あ</ds>、じゃあ頑張って行ってみようかな。 中国語だったらほんとにもう、,1
TFSu001,中国語。,1
JFB016,だめだから、もうなんか。 もうなんか行って、通じないままなんか、,1
TFSu001,<ds>うん</ds>。,1
JFB016,1人でホテルに引きこもってそうな、何かそんな感じがする。 なん、町に出れないよとか。,1
TFSu001,寂しい。,1
JFB016,寂しいけど。,1
TFSu001,寂しいよね。,1
JFB016,通じないから。,1
TFSu001,<ds>んー</ds>、<ds>ね</ds>。,1
JFB016,やっぱ最初、結構、日本と台湾って、,1
TFSu001,<ds>うん</ds>,1
JFB016,違います?。 あでも、似た感じ??、,1
TFSu001,<ds>うん</ds>。,1
JFB016,なのか都会だから。,1
TFSu001,似た感じ。 <ds>そうそうそう</ds>。 <ds>そっかー</ds>。,1
JFB016,<ds>うん</ds>。 <ds>そっか</ds>むしろ台湾の方が都会…?。,1
TFSu001,<ds>いやいやいや</ds>日本の方が。,1
JFB016,<ds>あ</ds>、<ds>そっかー</ds>。,1
TFSu001,<ds>うん</ds>。,1
JFB016,<ds>そうなんだ</ds>。,1
TFSu001,台湾は。,1
JFB016,私も結構東京の、今東京住んでるんですけど、,1
TFSu001,<ds>うん</ds>,1
JFB016,田舎の方なんで。,1
TFSu001,<ds>そう</ds>。 <ds>えー</ds>出身はどこ?。,1
JFB016,東京ですけど。 東京の、,1
TFSu001,東京の、田舎?。,1
JFB016,田舎の方です。 <ds>なんか</ds>、地名1とか、,1
TFSu001,<ds>うん</ds>,1
JFB016,があって、大学名大とかここら辺だとしたら、,1
TFSu001,<ds>うんうん</ds>,1
JFB016,もっとこっち。,1
TFSu001,<ds>あ</ds>、地名2。,1
JFB016,地名2、よりちょっとむ、あっちって感じ。,1
TFSu001,<ds>そう</ds>、ですか。,1
JFB016,<ds>うん</ds>。 地名3って聞いたことあります?。,1
TFSu001,地名3の一部?。,1
JFB016,地名3。,1
TFSu001,地名3。,1
JFB016,となんか地名4から、,1
TFSu001,<ds>うん</ds>,1
JFB016,路線名で、いくところなんですよ。,1
TFSu001,<ds>あー</ds>、<ds>あー</ds>、<ds>あー</ds>。,1
JFB016,<ds>そう</ds>。,1
TFSu001,路線名か。,1
JFB016,そう何もないようなところに。,1
TFSu001,<ds>へー</ds>、,1
JFB016,<ds>そう</ds>。,1
TFSu001,遠いよね、こっから。,1
JFB016,遠い。 1時間、<ds>ちょっと</ds>…。,1
TFSu001,<ds>へー</ds>。,1
JFB016,<ds>ま</ds>、だからそんな悪くないんですけど、,1
TFSu001,<ds>んー</ds>,1
JFB016,やっぱ、<ds>うん</ds>、朝はつらいなって感じ。,1
TFSu001,<ds>そうですね</ds>。,1
JFB016,<ds>そう</ds>。 え今近いですか、学校…?。,1
TFSu001,<ds>うん</ds>。 地名4。,1
JFB016,<ds>あ</ds>、いいな。 1回なんか、地名4の友達の家に泊まったら,1
TFSu001,<ds>うん</ds>,1
JFB016,<ds>なんか</ds>、8時半に家を出たら間に合ってそれに,1
TFSu001,<ds>そうそう</ds>,1
JFB016,すっごいショックを受けて、“<ds>え</ds>、ちょっとあたしは今日8時に起きて8時半に出て、<ds>え</ds>??、学校に間に合ったの?”って思って。 それはすごかった、<ds>うん</ds>。,1
TFSu001,<ds>そう</ds>。,1
JFB016,<ds>あー</ds>、<ds>そっか</ds>。 <ds>あー</ds>でも地名5の人とかもっと楽なんじゃないかな。,1
TFSu001,8時50分。,1
JFB016,<ds>そう</ds>。 <ds>なんか</ds>、“55分に家出た”とか言って、“ちょっと遅刻しそうだったけど間に合った”とか言って。 おい。 “歩いて2、3分‘ふん’だから”、とか言って。,1
TFSu001,<ds>そう</ds>。,1
JFB016,うらやましい、すごい。,1
TFSu001,いいなー。 <ds>ねー</ds>。 <ds>んー</ds>。,1
JFB016,やっぱなんか、<ds>ん</ds>、1人暮らし憧れますけどなんか、,1
TFSu001,<ds>んー</ds>。,1
JFB016,やっぱ“料理作れない”とか思ったら“ちょっとやりたくないな”とか思って。,1
TFSu001,<ds>そうですか</ds>。,1
JFB016,<ds>え</ds>、今やっぱり、もう料理とか自分で…。,1
TFSu001,<ds>うん</ds>。,1
JFB016,<ds>あ</ds>、すごい。,1
TFSu001,節約、したいから、,1
JFB016,<ds>そっかー</ds>、やっぱり。,1
TFSu001,できれば自分で作る。,1
JFB016,<ds>そっか</ds>、なんか結構友達とか、最初へんは、となんか、“毎日コンビニの買ってる”とか,1
TFSu001,<ds>うんうん</ds>,1
JFB016,言ってたけどやっぱ高いらしくて、,1
TFSu001,<ds>うんうんうん</ds>,1
JFB016,なんか後になったら“やっぱ自炊始めた”、とか言って。,1
TFSu001,<ds>へー</ds>。,1
JFB016,“おもしろいかも”とか言ってて。,1
TFSu001,<ds>え</ds>、な、何で?。 <ds>え</ds>、今、毎日弁当?。,1
JFB016,<ds>あ</ds>、,1
TFSu001,持ってるとか。,1
JFB016,<ds>いや</ds>、多分、その子は多分、<ds>そうですね</ds>、弁当とか作って。,1
TFSu001,<ds>んー</ds>,1
JFB016,あその子は前は、なんか晩ご飯とかもコンビニ、,1
TFSu001,<ds>うん</ds>,1
JFB016,を食べてて、,1
TFSu001,<ds>んー</ds>,1
JFB016,でなんか結構高かったらしくって。 <ds>そう</ds>、なんかダイエットも兼ねて、作り始めたって言って。,1
TFSu001,え自炊、してるの?。,1
JFB016,あ私は家に、<ds>あ</ds>、家族と住んでるんで。,1
TFSu001,<ds>あ</ds>、お母さん。,1
JFB016,そうお母さんが作ってくれて、<ds>そう</ds>。,1
TFSu001,いいなー。,1
JFB016,かなり恵まれてる。 <ds>そう</ds>、でもなんか最近は、なんか学校が終わるのが遅いから、結構、帰ってもあたしのご飯だけちょっとちよろって残ってて、みんなと一緒に食べてないの。 それは寂しい。,1
TFSu001,しかも冷めた。,1
JFB016,そう冷めた。 ちょっとね、自分でレンジで温めて。 <ds>なんか</ds>、今日も、ご飯がおいしいって感じで。 他の人みんな食べ終わっちゃってるからね。,1
TFSu001,食べ残した。,1
JFB016,<ds>そう</ds>。,1
TFSu001,<ds>へー</ds>。,1
JFB016,1人暮らしって寂しくなる時ありますか?。,1
TFSu001,あたし、1人暮らし、<ds>っていうか</ds>、あのルームメイトが、,1
JFB016,<ds>あ</ds>、<ds>そっか</ds>。,1
TFSu001,1人いる。,1
JFB016,<ds>あ</ds>、なら大丈夫ですね。,1
TFSu001,<ds>んー</ds>。,1
JFB016,<ds>なんか</ds>、結構みんな、なんか1人でご飯食べるの嫌だって言う子もいて。,1
TFSu001,<ds>ん</ds>、ちょっとね。,1
JFB016,<ds>そう</ds>。,1
TFSu001,さびし、寂しい感じがするよね。,1
JFB016,そうなんか、大学とか遅く残ってたら、“<ds>あー</ds>今日なんか一緒になんかこれから食べない?”,1
TFSu001,<ds>あー</ds>,1
JFB016,とか言われて、あなんか、“じゃ、<ds>あ</ds>、いいよ”って、お母さんになんか“<ds>あ</ds>、今日いらない”とか言って、“ごめん、いらない”とか言って。 <ds>そう</ds>。,1
TFSu001,<ds>あー</ds>。,1
JFB016,でも1人暮らしもやっぱ、就職する前に1回ぐらい体験しておきたいな、,1
TFSu001,<ds>んー</ds>,1
JFB016,と思うけどね。,1
TFSu001,え全然、,1
JFB016,や。,1
TFSu001,体験したことない…。,1
JFB016,<ds>そう</ds>、今までやったことが1回もない、,1
TFSu001,<ds>へー</ds>。,1
JFB016,から、急に社会に出て、,1
TFSu001,<ds>うんうんうん</ds>,1
JFB016,なんかいきなり1人暮らしでなんか、料理、洗濯。,1
TFSu001,<ds>んー</ds>、なんか就職、になってもやっぱ実家から通うんじゃない。,1
JFB016,<ds>あ</ds>、<ds>そうだね</ds>、通える人は通っちゃうんだよ<ds>ね</ds>,1
TFSu001,<ds>うん</ds>,1
JFB016,きっと。 でもなんかね、働き始めたらやっぱ1人で住みたいな、とはちょっと思う。,1
TFSu001,<ds>えー</ds>。,1
JFB016,え家族と、住んだ方がー。,1
TFSu001,<ds>んー</ds>、どうだろうね。,1
JFB016,<ds>んー</ds>。,1
TFSu001,お母さん、がいれば確かいいけど。,1
JFB016,<ds>あ</ds>。 お母さん優しいし。,1
TFSu001,洗濯とか料理全部してくれるからいい。,1
JFB016,洗濯とか料理とか、<ds>ね</ds>。 <ds>そう</ds>。,1
TFSu001,確かいいよね。,1
JFB016,<ds>うん</ds>。 でもなんかやっぱり帰りの時間とか気にしたり、遠い、,1
TFSu001,<ds>あ</ds>、,1
JFB016,遠いから、なんか今日会う,1
TFSu001,<ds>そうそうそう</ds>,1
JFB016,何時までだな、とかそういうのも,1
TFSu001,<ds>うんうんうん</ds>,1
JFB016,やだし、<ds>なんか</ds>。 <ds>なんかね</ds>。,1
TFSu001,え門限ありますか?。,1
JFB016,門限一応ね、11時って言われてるんだけど。,1
TFSu001,<ds>えー</ds>。 <ds>ま</ds>、ちゃんと守って、る?。,1
JFB016,<ds>なんか</ds>、たまに電話で“ごめんなさい、遅れます”って言って、“あそう”。 遅れたら、,1
TFSu001,<ds>うん</ds>,1
JFB016,<ds>あの</ds>、ドアベルを鳴らしちゃいけないの、うるさいから。,1
TFSu001,<ds>あー</ds>。,1
JFB016,みんな、お父さんが起きるからとか言って、,1
TFSu001,<ds>うんうんうん</ds>、<ds>うんうんうん</ds>。,1
JFB016,外で1人で寂しく鍵開けて。,1
TFSu001,<ds>あー</ds>。,1
JFB016,だからまあ、“遅れるけど帰るんで、チェーン開けといてくださーい”って言って。 あと、なんかあたしの場合、<ds>なんかね</ds>、遅く帰るのが,1
TFSu001,<ds>うん</ds>,1
JFB016,悪いっていうよりも、,1
TFSu001,<ds>うん</ds>,1
JFB016,なんか遅くあそ、別になんか人の家に泊まってくるとかだったら、遅くても、,1
TFSu001,<ds>うん</ds>,1
JFB016,いいんだけど、,1
TFSu001,<ds>うん</ds>,1
JFB016,<ds>なんか</ds>、<ds>なんかね</ds>、夜の駅から家までの道を歩いて欲しくないって言ってて、,1
TFSu001,<ds>あー</ds>、危ないから。,1
JFB016,<ds>そう</ds>。 それが嫌みたいで、,1
TFSu001,<ds>あー</ds>ー。,1
JFB016,だからなるべく早く帰ってこいって言われて。,1
TFSu001,<ds>んー</ds>。 じゃ、別に友達の家に泊まっても、,1
JFB016,そう泊まっても、,1
TFSu001,大丈夫かな。,1
JFB016,多分カラオケとかでも、オールとかでどっか、安全なとこに人と、いるんだったら大丈夫っていう感じで。,1
TFSu001,<ds>あー</ds>、<ds>あ</ds><ds>そうですか</ds>。,1
JFB016,<ds>うん</ds>。,1
TFSu001,<ds>んー</ds>。,1
JFB016,<ds>そう</ds>。 でもやっぱり、遅れる時はちょっと“ごめんなさい”って言って。 <ds>なんか</ds>。,1
TFSu001,<ds>あー</ds><ds>そうなの</ds>。 台湾の親はちょっと、,1
JFB016,厳しいですか?。,1
TFSu001,とん、門限はあることはあるけど、,1
JFB016,<ds>あ</ds>。,1
TFSu001,とま、泊まっちゃいけない。,1
JFB016,<ds>あ</ds>、<ds>そうですか</ds>?。,1
TFSu001,<ds>うん</ds>。 どんなに遅くなっても、必ず、,1
JFB016,<ds>あ、そう</ds>。,1
TFSu001,帰って欲しい。,1
JFB016,<ds>なんか</ds>、泊まったらし、失礼、とかそういうのじゃなくてただ“帰ってきなさい”。,1
TFSu001,多分、台湾はなんかちょっと保守的??。,1
JFB016,<ds>あー</ds>。 でもなんか。,1
TFSu001,彼氏、彼氏の家に泊まっ、ちゃ、う、とかー。,1
JFB016,<ds>ああ</ds>、それは駄目、だ、それはうちも駄目。,1
TFSu001,<ds>あ</ds>、それは駄目?。,1
JFB016,男の子、女の子の家だったら。,1
TFSu001,でも知らないでしよ?。,1
JFB016,それは。,1
TFSu001,一応女の子の家にね、でも実際は彼氏かもしれないよねー。,1
JFB016,<ds>ああ</ds><ds>そう</ds>いう、<ds>そう</ds>、そういうのわからないですけどね。,1
TFSu001,<ds>そうですねー</ds>。,1
JFB016,私はいないんでそういう心配はありませんけどね、全然。 <ds>そっかー</ds>。 <ds>あー</ds>、<ds>そっか</ds>、そういう心配もあるんだ。,1
TFSu001,<ds>うん</ds>,1
TFSu001,<ds>うーん</ds>。,1
JFB016,<ds>そっか</ds>、ちょっと今まで思い浮かばなかった、その心配。,1
JFB016,そういう心配が、縁がないから。 “<ds>あー</ds>そういえば<ds>そっかー</ds>”とか今思った。 <ds>そっか</ds>、<ds>あ</ds>、じゃあやっぱり家にしっかり帰ってきてっていうことで。,1
TFSu001,<ds>うん</ds>。,1
JFB016,<ds>そっかー</ds>。,1
TFSu001,<ds>うん</ds>,1
JFB016,<ds>え</ds>、こっちだとどう?。 でもこっちだとってそんなわかんない、1人暮らしだと、わかんない。,1
TFSu001,<ds>そうですね</ds>。 日本の親はどうだろうか、と。,1
JFB016,やっぱ、家族に、,1
TFSu001,保守、的?。,1
JFB016,家族によると思うんですけど,1
TFSu001,<ds>うんうん</ds>,1
JFB016,<ds>なんか</ds>、やっぱ、むす、娘とか子供がいい子だったらー、,1
TFSu001,<ds>うん</ds>,1
JFB016,<ds>なんか</ds>、やっぱ、“ちゃんと帰ってきて<ds>ね</ds>”って、“帰ってきて<ds>ね</ds>”って言ってちゃんと聞いてくれるような子だったら帰って,1
TFSu001,<ds>うんうん</ds>,1
JFB016,きてほしいけど、<ds>なんか</ds>、日本てけっこう、<ds>なんか</ds>、遊んでる子多い,1
TFSu001,<ds>うーん</ds>,1
JFB016,<ds>ん</ds>ですよ、中学生でも高校生でも。,1
TFSu001,<ds>そうですね</ds>,1
JFB016,そういう子だったら、多分もう両親も諦めて、<ds>なんか</ds>、,1
TFSu001,<ds>あー</ds>,1
JFB016,なんかほっとくっていう感じがあると思う、<ds>ん</ds>ですけどねー。,1
TFSu001,<ds>んー</ds>,1
JFB016,なんか最、<ds>ああ</ds>、だめだわ、なんか今“最近の若い者は”とか言おうとしちゃった。,1
JFB016,“あんた、何、いくつだよー”とか。 でもなんかやっぱりー、なんか最近の中学生とか高校生とかって,1
TFSu001,<ds>うんうん</ds>,1
JFB016,明らかになんか遊んでるだろって,1
TFSu001,<ds>そう</ds>,1
JFB016,いう人はー、なんか見てて、,1
TFSu001,<ds>うん</ds>,1
JFB016,気分があんまりすぐれない、,1
TFSu001,<ds>そうそうそう</ds>。,1
JFB016,感じがするからねー。,1
TFSu001,<ds>んー</ds>,1
TFSu001,私は、<ds>あの</ds>、日本の女子高生を見ててー、,1
JFB016,<ds>うん</ds>,1
TFSu001,<ds>なんか</ds>、頭、良くなさそう、な、,1
JFB016,わる、<ds>そう</ds>?。 それは、あってると思いますー。,1
TFSu001,気がするんだけどー。,1
JFB016,<ds>そう</ds>、<ds>なんか</ds>、そういうなんか、<ds>うーん</ds>、なんだろう、なんかぱっと見てそういう感じ、そういう雰囲気がする人って,1
TFSu001,<ds>そう</ds>,1
JFB016,いるから,1
TFSu001,<ds>うんうんうん</ds>,1
JFB016,たぶんそういう子の親はもう、,1
TFSu001,<ds>んー</ds>,1
JFB016,諦めて。,1
TFSu001,<ds>あー</ds>、そうかもしれません,1
JFB016,<ds>んー</ds>,1
TFSu001,<ds>ね</ds>。,1
JFB016,でもそこで親ががっちり、ちゃんとやっておけば、どうにかなんのかなーとか思うけど。,1
TFSu001,<ds>うーん</ds>,1
JFB016,<ds>うーん</ds>、難しい。,1
TFSu001,<ds>大変ですね</ds>ー。,1
JFB016,<ds>ねー</ds>。,1
TFSu001,<ds>んー</ds>。,1
JFB016,これはお守りですかー?。,1
TFSu001,<ds>そうです</ds>。,1
JFB016,ど、どこの?。,1
TFSu001,金閣寺。,1
JFB016,<ds>あ</ds>、京都行ったんだー。,1
TFSu001,<ds>うん</ds>。,1
JFB016,いいなあ。,1
JFB016,なんか京都は、い、1回だけ行ったことがあってー、<ds>なんか</ds>、なん、<ds>なんか</ds>、いつだったっけー、けっこう、95年。,1
TFSu001,95年。,1
JFB016,ずうっと前にー。,1
TFSu001,7年前。,1
JFB016,<ds>そう</ds>、7年前に、行ってー。 なんか夏休みに家族と行ってー、,1
TFSu001,<ds>うん</ds>,1
JFB016,なんか金閣寺から銀閣寺に歩かされた。 タクシー代をー、,1
TFSu001,<ds>うん</ds>,1
JFB016,節約するためにー、金閣寺から銀閣寺まで歩いたっていう、つらい思い出しかなくー。,1
TFSu001,<ds>えー</ds>。,1
JFB016,あとはなんか、その時に、<ds>なんか</ds>、風邪ひいてー、,1
TFSu001,<ds>うん</ds>,1
JFB016,なんか1番見たかったー清水寺が見れなかったという、,1
TFSu001,<ds>えー</ds>。,1
JFB016,ショックが。,1
TFSu001,<ds>はー</ds>。,1
JFB016,<ds>はあ</ds>。 清水寺行きました?。,1
TFSu001,<ds>うん</ds>。,1
JFB016,いいなあ。,1
JFB016,あの水が、見たかった。,1
JFB016,あとはなんだっけ、三十三間堂とか。,1
TFSu001,<ds>うんうんうん</ds><ds>うんうん</ds>。,1
JFB016,あれ、なんか観音様がいっぱいいるやつ。,1
TFSu001,<ds>あー</ds>、<ds>そうそうそう</ds>。,1
JFB016,<ds>なんか</ds>、あそこで、なんか自分の顔に似た観音様を見つけると、,1
TFSu001,<ds>あー</ds>、<ds>そうそう</ds>。,1
JFB016,ラッキーって。 いた?。,1
TFSu001,いった‘いた’。,1
JFB016,<ds>えっ</ds>、いた?。,1
TFSu001,いった‘いた’。,1
JFB016,いた、ラッキー。,1
TFSu001,でも顔ー、<ds>んー</ds>、<ds>まあ</ds>自分、勝手に、似てると思ってー、,1
JFB016,<ds>あー</ds>。,1
TFSu001,全然似てない。,1
JFB016,<ds>あー</ds>、でも私も探してみたい。,1
TFSu001,全然似てないよ。,1
JFB016,<ds>うーん</ds>、探しに行こっかなー。,1
JFB016,京都、<ds>なんか</ds>、なんか今度ー、なんか部活でー、,1
TFSu001,<ds>うん</ds>,1
JFB016,神戸に行くんで、それついでになんかいろいろバスとか調べてたら、,1
TFSu001,<ds>ふーん</ds>,1
JFB016,京都ってけっこう安く行けるんだなーって、,1
TFSu001,<ds>ええ</ds>、<ds>そう</ds>?。,1
JFB016,思った。 なんかバスとかで行ったらー、,1
TFSu001,<ds>うん</ds>,1
JFB016,<ds>まあ</ds>、多分往復1万くらいで、,1
TFSu001,<ds>あー</ds>,1
JFB016,行けて。,1
TFSu001,や、夜行バス?。,1
JFB016,夜行バスで。 つらそうだったんだけど、けっこうなんかね、神戸とか大阪とかに比べて、“<ds>あ</ds>、京都って近い、けっこう近いのかなー”とか思ったら、,1
TFSu001,<ds>うんうんうん</ds>。,1
JFB016,ちょっとびっくりした。,1
TFSu001,<ds>うーん</ds>。,1
JFB016,おなか減ったー。,1
TFSu001,<ds>え</ds>、減った?。,1
JFB016,なんか今おなかが減ったと。 <ds>なんかねー</ds>、おなか、<ds>あ</ds>、違う、お金がないから、最近。,1
JFB016,今日はなんかね、家、<ds>なんか</ds>、<ds>なんかね</ds>、お金が30円ぐらいしかなかったから、じゃあなんか、家からおにぎり作ってこうとか思って、,1
TFSu001,<ds>うん</ds>,1
JFB016,おにぎり1個作ってそれだけ食べたから。,1
TFSu001,1個だけじゃ駄目だよー。,1
JFB016,足りないねー。 早く帰りたい。 早く帰って晩御飯が食べたい。,1
TFSu001,ちょっと我慢して。,1
JFB016,我慢して。 <ds>えー</ds>でもこの後勉強して帰ったほうがいいんだよね、もうすぐテストだから。,1
TFSu001,<ds>うんうんうん</ds><ds>うん</ds>。,1
JFB016,大学院もテスト?。,1
TFSu001,テストある。,1
JFB016,<ds>そっかー</ds>。,1
TFSu001,<ds>うん</ds>。,1
JFB016,<ds>なんか</ds>、レポートだ、なんか論文とか,1
TFSu001,<ds>うん</ds>,1
JFB016,だけじゃなくてやっぱりテストがある。,1
TFSu001,テスト。,1
JFB016,すごーい、大変そう。,1
TFSu001,大変ー、<ds>んー</ds>。 しかも英語のテキストー。,1
JFB016,<ds>あっ</ds>、<ds>うわー</ds>。,1
TFSu001,つらい。,1
JFB016,がんばれ。 <ds>あ</ds>、でも日本語のテキストとどっちが楽?。,1
TFSu001,日本語。,1
JFB016,<ds>あ</ds>、日本のが楽ー。,1
TFSu001,<ds>うん</ds>。,1
JFB016,<ds>あ</ds>、<ds>そっか</ds>、なんか台湾、台湾って結構英語がー、使うこ、,1
TFSu001,<ds>あー</ds>,1
JFB016,使う機会が多いのかなーとか思ってたんですけどー。,1
TFSu001,<ds>うん</ds>、だんだん日本語に慣れてきてー、,1
JFB016,<ds>あっ</ds>,1
TFSu001,日本語のほうが楽ー。,1
JFB016,<ds>そうなんだー</ds>、すごーい。,1
JFB016,<ds>え</ds>、大学院て週に何回ぐらい授業があるんですかー?。,1
TFSu001,何、回?。,1
JFB016,<ds>うん</ds>、<ds>なんか</ds>、<ds>あ</ds>、何回、なんだろ、けっこう、大学、学部のー,1
TFSu001,<ds>うん</ds>,1
JFB016,1、2年だったらけっこう毎日、,1
TFSu001,<ds>あー</ds>、そんなに。,1
JFB016,授業に行って、たんで。,1
TFSu001,そんなにない、そんなにない。,1
JFB016,いいなあ。,1
JFB016,じゃあバイトとかー、もして。,1
TFSu001,バイトはー、してない。,1
JFB016,してない。,1
TFSu001,<ds>うん</ds>。,1
JFB016,でもそのほうがいいですよね、勉学に、,1
TFSu001,<ds>そうそう</ds>。,1
JFB016,身が入って。,1
TFSu001,バイトしてます?。,1
JFB016,してますー。,1
TFSu001,<ds>え</ds>、何?。,1
